Type,Air Temperature,Process Temperature,Rotational Speed,Torque,Tool Wear,Target,Failure Type,Temperature Difference,Power
L,300.5,311.6,1447,45.4,204,1,No Failure,11.100000000000023,6879.438641019
L,300.6,311.7,1448,49.1,206,1,No Failure,11.099999999999966,7445.239477284
L,300.6,311.7,1428,52.6,208,1,No Failure,11.099999999999966,7865.794013364
M,300.6,311.7,1389,52.1,210,1,No Failure,11.099999999999966,7578.244038109501
L,300.7,311.7,1635,32.4,213,1,No Failure,11.0,5547.42430137
L,300.7,311.7,1395,43.7,215,1,No Failure,11.0,6383.873344432501
L,300.7,311.8,1443,43.7,217,1,No Failure,11.100000000000023,6603.5335025205
M,300.7,311.7,1412,49.1,219,1,No Failure,11.0,7260.136838345999
L,300.7,311.7,1524,43.5,222,1,No Failure,11.0,6942.29143797
M,300.7,311.8,1407,42.4,224,1,No Failure,11.100000000000023,6247.245480084
L,300.8,311.7,1397,43.5,227,1,No Failure,10.899999999999977,6363.7671514725
M,300.7,311.7,1504,36.9,229,1,No Failure,11.0,5811.695075088
M,300.7,311.7,2097,18.9,232,0,Tool Wear Failure,11.0,4150.389465841499
L,300.6,311.7,1553,39.8,0,1,No Failure,11.099999999999966,6472.665224696999
L,300.6,311.7,1432,39.2,2,1,No Failure,11.099999999999966,5878.380615072
M,300.5,311.6,1577,36.5,4,1,No Failure,11.100000000000023,6027.7214576774995
M,300.5,311.5,1370,56.1,7,1,No Failure,11.0,8048.446210035
H,300.5,311.6,1506,36.2,10,1,No Failure,11.100000000000023,5709.0278272860005
L,300.6,311.6,1964,21.4,15,1,No Failure,11.0,4401.329414748
H,300.6,311.7,1500,36.7,17,1,No Failure,11.099999999999966,5764.822512750001
L,300.6,311.7,1488,47.7,22,1,No Failure,11.099999999999966,7432.756882488001
H,300.6,311.5,1282,60.2,24,1,No Failure,10.899999999999977,8081.893699782001
L,300.5,311.4,1400,45.1,29,1,No Failure,10.899999999999977,6612.0053307
L,300.6,311.5,1419,38.6,31,1,No Failure,10.899999999999977,5735.857028517
M,300.7,311.5,1441,40.6,33,1,No Failure,10.800000000000011,6126.587378372999
M,300.7,311.6,1348,62.5,36,1,No Failure,10.900000000000034,8822.63935875
H,300.8,311.7,1468,38.7,39,1,No Failure,10.899999999999977,5949.2968331580005
M,300.7,311.7,1701,30.8,44,1,No Failure,11.0,5486.351740254
H,300.7,311.7,1864,23.6,47,1,No Failure,11.0,4606.663910352
M,300.6,311.6,1630,31.8,52,1,No Failure,11.0,5428.04378067
L,300.5,311.5,1316,49.7,55,1,No Failure,11.0,6849.216519726
L,300.5,311.5,1708,31.2,57,1,No Failure,11.0,5580.473856048
H,300.5,311.4,1679,27.5,59,1,No Failure,10.899999999999977,4835.1728877375
L,300.5,311.4,1709,32.3,64,1,No Failure,10.899999999999977,5780.6037798285
L,300.5,311.4,1445,41.5,66,1,No Failure,10.899999999999977,6279.7819079625
M,300.5,311.4,1390,51.9,68,1,No Failure,10.899999999999977,7554.587845455
L,300.4,311.4,1309,55.5,71,1,No Failure,11.0,7607.8378408725
L,300.5,311.5,1499,37.6,73,1,No Failure,11.0,5902.2567192120005
M,300.5,311.4,2072,18.8,75,1,No Failure,10.899999999999977,4079.2114483679998
L,300.5,311.5,1487,43.0,78,1,No Failure,11.0,6695.885854455
L,300.5,311.5,1302,49.6,80,1,No Failure,11.0,6762.718002096
M,300.5,311.5,1378,48.2,82,1,No Failure,11.0,6955.444239198
L,300.5,311.6,1365,53.0,85,1,No Failure,11.100000000000023,7575.950675475
H,300.6,311.7,1427,44.6,87,1,No Failure,11.099999999999966,6664.805031171
H,300.6,311.7,1535,33.3,92,1,No Failure,11.099999999999966,5352.8026367024995
H,300.5,311.6,1476,41.7,97,1,No Failure,11.100000000000023,6445.417144446001
L,300.5,311.6,1425,42.4,102,1,No Failure,11.100000000000023,6327.1675970999995
L,300.5,311.7,1409,54.7,104,1,No Failure,11.199999999999989,8070.9923732865
L,300.5,311.6,1730,30.2,106,1,No Failure,11.100000000000023,5471.18831973
M,300.5,311.6,1454,41.4,108,1,No Failure,11.100000000000023,6303.668484078
L,300.6,311.7,1744,26.9,111,1,No Failure,11.099999999999966,4912.780698168
M,300.8,311.9,1761,29.0,113,1,No Failure,11.099999999999966,5347.933168095
M,300.7,311.9,1657,30.9,116,1,No Failure,11.199999999999989,5361.787591681499
L,300.7,311.8,1420,47.0,119,1,No Failure,11.100000000000023,6988.9964487
H,300.7,311.9,1329,59.2,121,1,No Failure,11.199999999999989,8239.015220184001
L,300.6,311.9,1472,44.2,126,1,No Failure,11.299999999999955,6813.318587712
L,300.6,312.0,1566,30.1,128,1,No Failure,11.399999999999977,4936.133203533001
L,300.6,312.0,1430,42.7,130,1,No Failure,11.399999999999977,6394.292960055001
L,300.6,312.0,1481,40.9,132,1,No Failure,11.399999999999977,6343.1792476395
L,300.6,312.0,1670,29.4,134,1,No Failure,11.399999999999977,5141.5305309899995
L,300.6,312.0,1406,55.1,136,1,No Failure,11.399999999999977,8112.702251703
H,300.6,312.1,1354,46.9,138,1,No Failure,11.5,6649.9767138629995
M,300.5,312.0,1985,19.3,143,1,No Failure,11.5,4011.8661739275
M,300.5,312.0,1263,60.8,146,1,No Failure,11.5,8041.471874351999
L,300.5,311.9,1576,31.1,149,1,No Failure,11.399999999999977,5132.692183668
L,300.5,312.0,1453,45.1,151,1,No Failure,11.5,6862.3169610765
L,300.5,312.0,1478,39.0,153,1,No Failure,11.5,6036.25611771
M,300.5,311.9,1323,57.9,155,1,No Failure,11.399999999999977,8021.7112565835
L,300.5,311.9,1710,28.4,158,1,No Failure,11.399999999999977,5085.6101818199995
L,300.4,311.7,1314,59.5,160,1,No Failure,11.300000000000011,8187.304605165
L,300.4,311.7,1460,39.6,162,1,No Failure,11.300000000000011,6054.47735508
M,300.4,311.7,1508,45.4,164,1,No Failure,11.300000000000011,7169.449530516
M,300.5,311.8,1331,55.3,167,1,No Failure,11.300000000000011,7707.8242629465
L,300.4,311.7,1515,47.4,170,1,No Failure,11.300000000000011,7520.030326305
L,300.4,311.6,1674,33.0,172,1,No Failure,11.200000000000045,5784.92870571
L,300.4,311.7,1444,51.2,174,1,No Failure,11.300000000000011,7742.224702464
M,300.4,311.7,1398,42.6,176,1,No Failure,11.300000000000011,6236.564065074001
M,300.4,311.7,1832,24.2,179,1,No Failure,11.300000000000011,4642.687506072
M,300.5,311.8,1591,42.0,182,1,No Failure,11.300000000000011,6997.58346861
M,300.4,311.7,1478,39.9,185,1,No Failure,11.300000000000011,6175.554335811
M,300.4,311.8,1362,47.6,188,1,No Failure,11.400000000000034,6789.107380356
L,300.5,311.8,1368,57.9,191,0,Overstrain Failure,11.300000000000011,8294.558578236
M,300.3,311.7,1723,28.3,193,1,No Failure,11.399999999999977,5106.2295015795
L,300.4,311.8,1689,30.8,196,1,No Failure,11.400000000000034,5447.647318806
L,300.4,311.8,1272,59.2,198,0,Overstrain Failure,11.400000000000034,7885.648878912
M,300.4,311.7,1511,33.0,200,1,No Failure,11.300000000000011,5221.641143565
H,300.4,311.6,1715,30.8,203,1,No Failure,11.200000000000045,5531.50689861
M,300.3,311.5,1400,43.8,0,1,No Failure,11.199999999999989,6421.415376599999
L,300.4,311.6,1200,76.6,3,0,Power Failure,11.200000000000045,9625.8398796
M,300.4,311.7,1555,38.7,5,1,No Failure,11.300000000000011,6301.877776267501
H,300.3,311.6,1427,56.2,8,1,No Failure,11.300000000000011,8398.252079637
L,300.3,311.4,1318,52.7,13,1,No Failure,11.099999999999966,7273.6875746430005
H,300.2,311.4,1319,54.6,15,1,No Failure,11.199999999999989,7541.644483737001
M,300.2,311.4,1960,20.9,20,1,No Failure,11.199999999999989,4289.74004382
L,300.3,311.5,1552,38.9,23,1,No Failure,11.199999999999989,6322.224824663999
L,300.3,311.5,1548,32.2,25,1,No Failure,11.199999999999989,5219.819019828001
L,300.3,311.6,1709,29.5,27,1,No Failure,11.300000000000011,5279.4988082025
H,300.3,311.5,1464,41.0,29,1,No Failure,11.199999999999989,6285.69857412
L,300.3,311.4,1759,24.8,34,1,No Failure,11.099999999999966,4568.210816316
L,300.3,311.5,1634,31.9,36,1,No Failure,11.199999999999989,5458.475341472999
L,300.3,311.5,1663,33.6,38,1,No Failure,11.199999999999989,5851.404806184
M,300.3,311.5,1445,47.3,40,1,No Failure,11.199999999999989,7157.4381746174995
L,300.3,311.5,1695,25.6,43,1,No Failure,11.199999999999989,4543.99960896
L,300.4,311.6,1517,39.0,45,1,No Failure,11.200000000000045,6195.534865065
L,300.5,311.7,1811,26.8,47,1,No Failure,11.199999999999989,5082.552364974
L,300.4,311.6,1815,23.5,49,1,No Failure,11.200000000000045,4466.5593501375
L,300.4,311.7,1513,40.0,51,1,No Failure,11.300000000000011,6337.6395726
M,300.4,311.6,1518,36.4,53,1,No Failure,11.200000000000045,5786.311006475999
L,300.3,311.5,1667,28.8,56,1,No Failure,11.199999999999989,5027.553549648
L,300.3,311.5,1403,60.1,58,1,No Failure,11.199999999999989,8830.0011575265
L,300.2,311.5,1383,42.1,60,1,No Failure,11.300000000000011,6097.2344310465005
L,300.3,311.5,1466,46.2,62,1,No Failure,11.199999999999989,7092.585230346
L,300.3,311.5,1378,47.5,64,1,No Failure,11.199999999999989,6854.431563525
M,300.2,311.5,1547,40.9,66,1,No Failure,11.300000000000011,6625.859754286499
L,300.2,311.5,1495,38.5,69,1,No Failure,11.300000000000011,6027.4072984125
L,300.1,311.4,1729,29.3,71,1,No Failure,11.299999999999955,5305.071372373501
L,300.1,311.4,1418,47.7,73,1,No Failure,11.299999999999955,7083.097620543001
H,300.1,311.4,1485,40.4,75,1,No Failure,11.299999999999955,6282.55698147
L,300.1,311.5,1434,40.8,80,1,No Failure,11.399999999999977,6126.8596497359995
M,300.2,311.6,1415,55.8,82,1,No Failure,11.400000000000034,8268.357695535
H,300.1,311.6,1674,29.6,85,1,No Failure,11.5,5188.905748152
L,300.1,311.5,1454,52.4,90,1,No Failure,11.399999999999977,7978.5562455479985
L,300.0,311.4,1476,39.0,92,1,No Failure,11.399999999999977,6028.08797682
L,300.0,311.5,1812,28.3,94,1,No Failure,11.5,5369.987148497999
L,300.0,311.4,1374,41.9,96,1,No Failure,11.399999999999977,6028.779127203
M,300.1,311.4,1524,40.6,98,1,No Failure,11.299999999999955,6479.472008772
L,300.0,311.4,1383,49.6,101,1,No Failure,11.399999999999977,7183.4400897840005
L,299.9,311.3,1429,58.2,103,1,No Failure,11.400000000000034,8709.311639889
M,299.8,311.3,1517,41.2,105,1,No Failure,11.5,6545.026575402
M,299.9,311.4,1480,44.9,108,1,No Failure,11.5,6958.83715926
L,299.9,311.4,1706,28.8,111,1,No Failure,11.5,5145.174778464
L,300.0,311.5,1349,48.6,113,1,No Failure,11.5,6865.573745457001
M,300.0,311.5,1451,49.0,115,1,No Failure,11.5,7445.469860745
L,299.9,311.4,1627,36.7,118,1,No Failure,11.5,6252.9108188295
M,300.0,311.4,1537,35.4,120,1,No Failure,11.399999999999977,5697.780925599
L,300.1,311.5,2218,17.0,123,1,No Failure,11.399999999999977,3948.56308203
M,300.0,311.4,1466,39.0,125,1,No Failure,11.399999999999977,5987.24727237
L,300.0,311.5,1666,32.0,128,1,No Failure,11.5,5582.81957856
L,300.0,311.5,1455,41.7,130,1,No Failure,11.5,6353.714054992501
L,300.0,311.4,1927,24.6,132,1,No Failure,11.399999999999977,4964.156209971
M,299.9,311.3,1703,28.4,134,1,No Failure,11.400000000000034,5064.791894526
L,299.8,311.2,1533,35.9,137,1,No Failure,11.399999999999977,5763.2203004984995
H,299.8,311.3,1785,25.4,139,1,No Failure,11.5,4747.888971945
L,299.8,311.2,2142,16.6,144,1,No Failure,11.399999999999977,3723.5412724860003
L,299.8,311.2,1369,46.2,146,1,No Failure,11.399999999999977,6623.294120289001
M,299.8,311.2,1706,29.2,148,1,No Failure,11.399999999999977,5216.635539276
L,299.9,311.3,1802,24.4,151,1,No Failure,11.400000000000034,4604.401963644
H,299.9,311.3,1413,41.8,153,1,No Failure,11.400000000000034,6185.104777467
L,300.0,311.3,1484,53.2,158,1,No Failure,11.300000000000011,8267.498993544
L,299.9,311.3,1535,38.1,160,1,No Failure,11.400000000000034,6124.3777915425
M,299.9,311.2,1579,35.5,162,1,No Failure,11.300000000000011,5870.0135066474995
L,299.8,311.1,1300,64.2,165,1,No Failure,11.300000000000011,8739.9107523
M,299.8,311.1,1452,44.3,167,1,No Failure,11.300000000000011,6735.951632718
M,299.8,311.1,1562,35.7,170,1,No Failure,11.300000000000011,5839.5295859670005
L,299.8,311.2,1664,28.3,173,1,No Failure,11.399999999999977,4931.378926656001
H,299.9,311.2,1495,35.8,175,1,No Failure,11.300000000000011,5604.706007354999
M,300.0,311.4,1533,42.6,180,1,No Failure,11.399999999999977,6838.807376079
L,300.0,311.4,1484,37.0,183,1,No Failure,11.399999999999977,5749.95230754
L,300.0,311.4,1604,38.7,185,1,No Failure,11.399999999999977,6500.457847674
L,300.0,311.4,1483,45.6,187,1,No Failure,11.399999999999977,7081.6524879240005
L,300.1,311.5,1549,34.7,189,1,No Failure,11.399999999999977,5628.7182471765
L,300.1,311.4,1604,35.0,191,1,No Failure,11.299999999999955,5878.9670457
L,300.2,311.5,1685,31.0,193,1,No Failure,11.300000000000011,5470.036402425
L,300.2,311.6,1372,49.2,195,1,No Failure,11.400000000000034,7068.834789912001
L,300.3,311.6,1374,47.4,197,1,No Failure,11.300000000000011,6820.146315737999
L,300.2,311.6,1606,31.0,199,1,No Failure,11.400000000000034,5213.57772243
L,300.1,311.5,1471,47.2,201,1,No Failure,11.399999999999977,7270.818253355999
L,300.1,311.5,1659,31.1,203,1,No Failure,11.399999999999977,5403.0052872495
M,300.1,311.7,1400,48.5,205,1,No Failure,11.599999999999966,7110.4713645
L,300.1,311.7,1503,42.6,208,1,No Failure,11.599999999999966,6704.975529189001
L,300.2,311.8,1798,23.2,210,1,No Failure,11.600000000000023,4368.237972168
M,300.2,311.6,1608,35.0,212,1,No Failure,11.400000000000034,5893.6278114
L,300.2,311.6,1322,50.9,215,1,No Failure,11.400000000000034,7046.571369999
H,300.2,311.6,1547,37.7,217,1,No Failure,11.400000000000034,6107.4550791345
M,300.3,311.7,1374,47.9,222,0,Tool Wear Failure,11.399999999999977,6892.088787422999
M,300.3,311.7,1447,36.8,0,1,No Failure,11.399999999999977,5576.285065848
L,300.4,311.7,1373,47.2,3,1,No Failure,11.300000000000011,6786.426554628
L,300.3,311.7,1515,37.5,5,1,No Failure,11.399999999999977,5949.3910809375
L,300.3,311.7,1317,56.5,7,1,No Failure,11.399999999999977,7792.2493294275
L,300.3,311.8,1551,37.2,9,1,No Failure,11.5,6042.036648186
M,300.3,311.8,1592,32.1,11,1,No Failure,11.5,5351.514583716001
L,300.4,311.8,1433,42.2,14,1,No Failure,11.400000000000034,6332.675856213001
L,300.5,311.9,1432,43.1,16,1,No Failure,11.399999999999977,6463.219502796001
L,300.5,311.9,1350,51.7,18,1,No Failure,11.399999999999977,7308.915300225
M,300.5,311.9,1370,44.8,20,1,No Failure,11.399999999999977,6427.279682879999
L,300.5,312.0,1415,44.6,23,1,No Failure,11.5,6608.759018295
L,300.5,312.0,1498,42.9,25,1,No Failure,11.5,6729.731279271
M,300.5,312.0,1382,54.1,27,1,No Failure,11.5,7829.498146280999
M,300.5,311.9,1511,44.5,30,1,No Failure,11.399999999999977,7041.3039663225
L,300.5,311.9,1330,59.5,33,1,No Failure,11.399999999999977,8286.997811924999
L,300.5,311.9,1383,50.5,35,1,No Failure,11.399999999999977,7313.7847688325
L,300.5,311.9,1431,49.4,37,1,No Failure,11.399999999999977,7402.786088606999
L,300.5,312.0,1461,38.1,39,1,No Failure,11.5,5829.1309142955
H,300.4,311.9,1438,46.7,41,1,Random Failures,11.5,7032.413259123001
M,300.5,312.0,1779,27.7,46,1,No Failure,11.5,5160.4115028165
M,300.6,312.1,1293,52.3,49,1,No Failure,11.5,7081.558240144499
L,300.6,312.2,1308,54.7,52,1,No Failure,11.599999999999966,7492.447142838
L,300.6,312.3,1532,37.2,54,1,No Failure,11.699999999999989,5968.020725352
L,300.7,312.4,1470,38.6,56,1,No Failure,11.699999999999989,5942.00833821
L,300.7,312.3,1548,37.9,58,1,No Failure,11.600000000000023,6143.824250045999
L,300.7,312.3,1898,24.0,60,1,No Failure,11.600000000000023,4770.1942797599995
H,300.7,312.2,1335,49.0,62,1,No Failure,11.5,6850.242773325
L,300.7,312.3,1420,53.8,67,1,No Failure,11.600000000000023,8000.170402979999
L,300.7,312.3,1418,49.0,69,1,No Failure,11.600000000000023,7276.13801691
M,300.8,312.3,1535,40.3,71,1,No Failure,11.5,6478.016404177499
H,300.7,312.4,1457,47.2,74,1,No Failure,11.699999999999989,7201.619439252001
L,300.8,312.4,1493,39.1,79,1,No Failure,11.599999999999966,6113.1518338065
H,300.7,312.3,1670,27.3,81,1,No Failure,11.600000000000023,4774.278350205
H,300.7,312.3,1446,45.4,86,1,No Failure,11.600000000000023,6874.684364141999
L,300.8,312.4,1465,59.1,91,0,Power Failure,11.599999999999966,9066.7934675325
L,300.7,312.3,1590,36.3,93,1,No Failure,11.600000000000023,6044.110099334999
M,300.6,312.2,2174,18.5,95,1,No Failure,11.599999999999966,4211.723826345
L,300.7,312.4,1590,37.9,98,1,No Failure,11.699999999999989,6310.517156055
L,300.7,312.3,1577,33.2,100,1,No Failure,11.600000000000023,5482.749380682
M,300.7,312.4,1371,61.7,102,1,No Failure,11.699999999999989,8858.3173792785
L,300.8,312.4,1767,25.6,105,1,No Failure,11.599999999999966,4737.0190613760005
L,300.8,312.5,1517,39.2,107,1,No Failure,11.699999999999989,6227.306838732
M,300.9,312.6,1555,40.6,109,1,No Failure,11.700000000000045,6611.272292415
L,300.9,312.7,1416,43.8,112,1,No Failure,11.800000000000011,6494.802980903999
M,300.8,312.6,1588,35.6,114,1,No Failure,11.800000000000011,5920.100965464
L,300.8,312.6,1422,50.0,117,1,No Failure,11.800000000000011,7445.5745805
L,300.8,312.6,1376,53.6,119,1,No Failure,11.800000000000011,7723.4589223680005
L,300.8,312.5,1434,50.7,121,1,No Failure,11.699999999999989,7613.524123569
L,300.8,312.5,1423,47.3,123,1,No Failure,11.699999999999989,7048.466797564499
L,300.9,312.4,1364,52.5,125,1,No Failure,11.5,7498.98165555
L,300.8,312.4,1825,23.8,127,1,No Failure,11.599999999999966,4548.502558425
L,300.8,312.4,1365,44.5,129,1,No Failure,11.599999999999966,6360.9397180875
M,300.7,312.3,1430,47.2,131,1,No Failure,11.600000000000023,7068.16458348
L,300.8,312.3,1435,44.8,134,1,No Failure,11.5,6732.223609439999
M,300.8,312.4,1811,25.1,136,1,No Failure,11.599999999999966,4760.1516552555
M,300.8,312.4,1465,43.7,139,1,No Failure,11.599999999999966,6704.2110749775
L,300.9,312.4,1372,51.0,142,1,No Failure,11.5,7327.45069686
L,300.8,312.3,1858,26.3,144,1,No Failure,11.5,5117.172715977
L,300.7,312.3,1715,26.8,146,1,No Failure,11.600000000000023,4813.12937931
L,300.7,312.2,1590,38.5,148,1,No Failure,11.5,6410.419802325
M,300.8,312.2,1664,25.7,150,1,No Failure,11.399999999999977,4478.319378623999
L,300.7,312.1,1512,36.9,153,1,No Failure,11.400000000000034,5842.608346763999
L,300.7,312.1,1498,44.0,155,1,No Failure,11.400000000000034,6902.28849156
L,300.7,312.1,1395,41.9,157,1,No Failure,11.400000000000034,6120.9220396274995
H,300.7,312.1,1490,43.1,159,1,No Failure,11.400000000000034,6724.997946345
H,300.8,312.1,1527,35.1,164,1,No Failure,11.300000000000011,5612.7380125635
L,300.8,312.1,1512,37.1,169,1,No Failure,11.300000000000011,5874.275600676
L,300.9,312.1,1474,42.4,171,1,No Failure,11.200000000000045,6544.733360088
L,300.8,312.1,1505,41.3,173,1,No Failure,11.300000000000011,6509.013451657499
L,300.8,312.0,1496,40.0,175,1,No Failure,11.199999999999989,6266.4301392
L,300.8,312.0,1382,49.3,177,1,No Failure,11.199999999999989,7134.829179512999
L,300.7,311.9,1419,47.7,179,1,No Failure,11.199999999999989,7088.0927528565
L,300.7,311.9,1462,39.7,181,1,No Failure,11.199999999999989,6078.081187857
M,300.8,312.0,1450,45.0,183,1,No Failure,11.199999999999989,6832.96401375
H,300.7,311.9,1389,46.5,186,1,No Failure,11.199999999999989,6763.6918958175
M,300.7,311.9,1697,28.2,191,1,No Failure,11.199999999999989,5011.405763427
L,300.7,311.9,1335,57.1,194,0,Overstrain Failure,11.199999999999989,7982.6298440175
L,300.7,311.9,1476,42.0,196,1,No Failure,11.199999999999989,6491.78705196
L,300.6,311.7,1497,43.6,198,1,No Failure,11.099999999999966,6834.974633046
M,300.6,311.6,1669,29.2,200,1,No Failure,11.0,5103.496315973999
L,300.6,311.6,1455,48.0,203,1,No Failure,11.0,7313.6276892
L,300.7,311.7,1499,38.4,205,1,No Failure,11.0,6027.836649408
L,300.7,311.8,1478,41.9,207,1,No Failure,11.100000000000023,6485.105931591
L,300.8,311.8,1928,21.8,209,1,No Failure,11.0,4401.413190552
M,300.8,311.9,1621,28.3,211,1,No Failure,11.099999999999966,4803.9454567965
M,300.8,311.9,1356,44.3,214,1,No Failure,11.099999999999966,6290.599458653999
L,300.8,311.7,1490,46.4,217,1,No Failure,10.899999999999977,7239.90498168
L,300.8,311.7,1578,31.4,219,1,No Failure,10.899999999999977,5188.780084446
L,300.8,311.7,1681,31.3,221,1,No Failure,10.899999999999977,5509.861325251501
L,300.8,311.8,1417,43.4,223,1,No Failure,11.0,6440.034549038999
M,300.7,311.7,1532,40.0,0,1,No Failure,11.0,6417.2265864
M,300.7,311.7,1499,38.9,3,1,No Failure,11.0,6106.3241057805
L,300.8,311.7,1432,45.8,6,1,No Failure,10.899999999999977,6868.107963527999
L,300.8,311.7,1753,29.0,8,1,No Failure,10.899999999999977,5323.638184935
L,300.8,311.7,1414,49.0,10,1,No Failure,10.899999999999977,7255.61294493
L,300.8,311.7,1655,32.2,12,1,No Failure,10.899999999999977,5580.6204637050005
L,300.8,311.6,1516,35.6,14,1,No Failure,10.800000000000011,5651.683289447999
L,300.8,311.7,1426,45.5,16,1,No Failure,10.899999999999977,6794.531863665
L,300.8,311.7,1479,39.4,18,1,No Failure,10.899999999999977,6102.2923952129995
M,300.7,311.5,1569,36.4,20,1,No Failure,10.800000000000011,5980.712759657999
L,300.8,311.6,1568,36.0,23,1,No Failure,10.800000000000011,5911.22073024
M,300.9,311.8,1843,24.5,25,1,No Failure,10.900000000000034,4728.4634573925
M,300.9,311.9,1480,40.9,28,1,No Failure,11.0,6338.89620966
